station_id,station_name,almanac_dt,avg_hi,avg_lo,record_hi,record_hi_yr,record_lo,record_lo_yr,mean_temp,avg_precip,avg_snow,record_period
UKAA0014,Greenwich,0101,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0102,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0103,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0104,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0105,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0106,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0107,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0108,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0109,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0110,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0111,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0112,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0113,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0114,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0115,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0116,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0117,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0118,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0119,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0120,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0121,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0122,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0123,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0124,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0125,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0126,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0127,7.8,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0128,8.3,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0129,8.3,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0130,8.3,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0131,8.3,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0201,8.3,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0202,8.3,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0203,8.3,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0204,8.3,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0205,8.9,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0206,8.9,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0207,8.9,2.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0208,8.9,2.8,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0209,8.9,2.8,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0210,8.9,2.8,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0211,9.4,2.8,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0212,9.4,2.8,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0213,9.4,2.8,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0214,9.4,2.8,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0215,9.4,2.8,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0216,10.0,2.8,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0217,10.0,3.3,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0218,10.0,3.3,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0219,10.0,3.3,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0220,10.0,3.3,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0221,10.0,3.3,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0222,10.6,3.3,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0223,10.6,3.3,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0224,10.6,3.3,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0225,10.6,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0226,10.6,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0227,11.1,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0228,11.1,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0229,11.1,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0301,11.1,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0302,11.1,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0303,11.1,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0304,11.1,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0305,11.7,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0306,11.7,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0307,11.7,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0308,11.7,3.9,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0309,11.7,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0310,11.7,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0311,11.7,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0312,11.7,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0313,11.7,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0314,12.2,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0315,12.2,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0316,12.2,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0317,12.2,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0318,12.2,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0319,12.2,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0320,12.2,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0321,12.2,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0322,12.8,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0323,12.8,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0324,12.8,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0325,12.8,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0326,12.8,4.4,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0327,12.8,5.0,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0328,12.8,5.0,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0329,12.8,5.0,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0330,13.3,5.0,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0331,13.3,5.0,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0401,13.3,5.0,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0402,13.3,5.0,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0403,13.3,5.0,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0404,13.9,5.0,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0405,13.9,5.0,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0406,13.9,5.6,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0407,13.9,5.6,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0408,13.9,5.6,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0409,14.4,5.6,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0410,14.4,5.6,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0411,14.4,5.6,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0412,14.4,5.6,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0413,15.0,6.1,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0414,15.0,6.1,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0415,15.0,6.1,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0416,15.0,6.1,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0417,15.6,6.1,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0418,15.6,6.7,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0419,15.6,6.7,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0420,15.6,6.7,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0421,16.1,6.7,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0422,16.1,6.7,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0423,16.1,6.7,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0424,16.1,7.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0425,16.7,7.2,None,None,None,None,None,None,None,None
UKAA0014,Greenwich,0426,16.7,7.2,None,None,None,None,None,None,None,None